"key"	"name_de"	"name_en"	"level"
"A01AC54"	"Prednisolon, Kombinationen"	NA	5
"A01AD01"	"Epinephrin"	NA	5
"A01AD02"	"Benzydamin"	NA	5
"A01AD05"	"Acetylsalicylsäure"	NA	5
"A01AD06"	"Adrenalon"	NA	5
"A01AD07"	"Amlexanox"	NA	5
"A01AD08"	"Becaplermin"	NA	5
"A01AD11"	"Verschiedene"	NA	5
"A01AD18"	"Cholinsalicylat"	NA	5
"A01AD20"	"Carbenoxolon"	NA	5
"A01AD22"	"Milchsäure"	NA	5
"A01AD50"	"Andere Mittel zur oralen Lokalbehandlung, Kombinationen"	NA	5
"A01AD65"	"Dexpanthenol, Kombinationen"	NA	5
"A01AD69"	"Mineralsalz, Kombinationen"	NA	5
"A01AD71"	"Salicylate, Kombinationen"	NA	5
"A01AD72"	"Speichelersatzlösungen"	NA	5
"A01AE01"	"Lidocain"	NA	5
"A01AE02"	"Tetracain"	NA	5
"A01AE05"	"Polidocanol (Lauromacrogol 400)"	NA	5
"A01AE51"	"Lidocain, Kombinationen"	NA	5
"A01AE52"	"Tetracain, Kombinationen"	NA	5
"A01AE53"	"Benzocain, Kombinationen"	NA	5
"A01AE54"	"Propipocain, Kombinationen"	NA	5
"A01AE55"	"Polidocanol (Lauromacrogol 400), Kombinationen"	NA	5
"A01AH20"	"Kombinationen"	NA	5
"A01AP01"	"Myrrhentinktur"	NA	5
"A01AP02"	"Kamillenblüten"	NA	5
"A01AP03"	"Salbeiblätter"	NA	5
"A01AP10"	"Verschiedene"	NA	5
"A01AP30"	"Kombinationen"	NA	5
"A01AP50"	"Andere pflanzliche Stomatologika, Kombinationen"	NA	5
"A01AP52"	"Kamillenblüten, Kombinationen"	NA	5
"A02AA01"	"Magnesiumcarbonat"	NA	5
"A02AA02"	"Magnesiumoxid"	NA	5
"A02AA03"	"Magnesiumperoxid"	NA	5
"A02AA04"	"Magnesiumhydroxid"	NA	5
"A02AA05"	"Magnesiumsilikat"	NA	5
"A02AA10"	"Kombinationen"	NA	5
"A02AB01"	"Aluminiumhydroxid"	NA	5
"A02AB02"	"Algeldrat"	NA	5
"A02AB03"	"Aluminiumphosphat"	NA	5
"A02AB04"	"Dihydroxyaluminiumnatriumcarbonat (Carbaldrat)"	NA	5
"A02AB05"	"Aluminiumacetoacetat"	NA	5
"A02AB06"	"Aloglutamol"	NA	5
"A02AB07"	"Aluminiumglycinat"	NA	5
"A02AB10"	"Kombinationen"	NA	5
"A02AC01"	"Calciumcarbonat"	NA	5
"A02AC02"	"Calciumsilikat"	NA	5
"A02AC10"	"Kombinationen"	NA	5
"A02AD01"	"Einfache Salzkombinationen"	NA	5
"A02AD02"	"Magaldrat"	NA	5
"A02AD03"	"Almagat"	NA	5
"A02AD04"	"Hydrotalcit"	NA	5
"A02AD05"	"Almasilat"	NA	5
"A02AD06"	"Simaldrat"	NA	5
"A02AD10"	"Aluminiumoxid in Kombination mit Magnesiumhydroxid"	NA	5
"A02AF01"	"Magaldrat und Karminativa"	NA	5
"A02AF02"	"Einfache Salzkombinationen und Karminativa"	NA	5
"A02AF03"	"Dihydroxyaluminiumnatriumcarbonat und Karminativa"	NA	5
"A02AF04"	"Simaldrat und Karminativa"	NA	5
"A02AF05"	"Aluminiumhydroxid und Karminativa"	NA	5
"A02AG01"	"Antacida, Kombinationen mit Butinolin"	NA	5
"A02AG02"	"Antacida, Kombinationen mit Atropin"	NA	5
"A02AG20"	"Antacida, Kombinationen mit mehreren Spasmolytika"	NA	5
"A02AH01"	"Natriumhydrogencarbonat"	NA	5
"A02AH20"	"Kombinationen"	NA	5
"A02AX01"	"Antacida, Kombinationen mit Bismutsalzen"	NA	5
"A02AX02"	"Antacida, Kombinationen mit Lokalanästhetika"	NA	5
"A02AX04"	"Antacida, Kombinationen mit Schwefel"	NA	5
"A02AX50"	"Antacida, andere Kombinationen"	NA	5
"A02BA01"	"Cimetidin"	NA	5
"A02BA02"	"Ranitidin"	NA	5
"A02BA03"	"Famotidin"	NA	5
"A02BA04"	"Nizatidin"	NA	5
"A02BA05"	"Niperotidin"	NA	5
"A02BA06"	"Roxatidin"	NA	5
"A02BA07"	"Ranitidinbismutcitrat"	NA	5
"A02BA08"	"Lafutidin"	NA	5
"A02BA51"	"Cimetidin, Kombinationen"	NA	5
"A02BA53"	"Famotidin, Kombinationen"	NA	5
"A02BB01"	"Misoprostol"	NA	5
"A02BB02"	"Enprostil"	NA	5
"A02BC01"	"Omeprazol"	NA	5
"A02BC02"	"Pantoprazol"	NA	5
"A02BC03"	"Lansoprazol"	NA	5
"A02BC04"	"Rabeprazol"	NA	5
"A02BC05"	"Esomeprazol"	NA	5
"A02BC06"	"Dexlansoprazol"	NA	5
"A02BC07"	"Dexrabeprazol"	NA	5
"A02BC53"	"Lansoprazol, Kombinationen"	NA	5
"A02BC54"	"Rabeprazol, Kombinationen"	NA	5
"A02BD01"	"Omeprazol, Amoxicillin und Metronidazol"	NA	5
"A02BD02"	"Lansoprazol, Tetracyclin und Metronidazol"	NA	5
"A02BD03"	"Lansoprazol, Amoxicillin und Metronidazol"	NA	5
"A02BD04"	"Pantoprazol, Amoxicillin und Clarithromycin"	NA	5
"A02BD05"	"Omeprazol, Amoxicillin und Clarithromycin"	NA	5
"A02BD06"	"Esomeprazol, Amoxicillin und Clarithromycin"	NA	5
"A02BD07"	"Lansoprazol, Amoxicillin und Clarithromycin"	NA	5
"A02BD08"	"Bismutsubcitrat, Tetracyclin und Metronidazol"	NA	5
"A02BD09"	"Lansoprazol, Clarithromycin und Tinidazol"	NA	5
"A02BD10"	"Lansoprazol, Amoxicillin und Levofloxacin"	NA	5
"A02BX01"	"Carbenoxolon"	NA	5
"A02BX02"	"Sucralfat"	NA	5
"A02BX03"	"Pirenzepin"	NA	5
"A02BX04"	"Methiosulfoniumchlorid"	NA	5
"A02BX05"	"Bismutsubcitrat"	NA	5
"A02BX06"	"Proglumid"	NA	5
"A02BX07"	"Gefarnat"	NA	5
"A02BX08"	"Sulglicotid"	NA	5
"A02BX09"	"Acetoxolon"	NA	5
"A02BX10"	"Zolimidin"	NA	5
"A02BX11"	"Troxipid"	NA	5
"A02BX12"	"Bismutsubnitrat"	NA	5
"A02BX13"	"Alginsäure"	NA	5
"A02BX15"	"Silbereiweiß-Acetyltannat"	NA	5
"A02BX17"	"Bismut(III)-citrat-hydroxid-Komplex"	NA	5
"A02BX18"	"Dibismut-tris(tetraoxodialuminat)"	NA	5
"A02BX22"	"Bismutsubsalicylat"	NA	5
"A02BX50"	"Andere Ulkustherapeutika, Kombinationen exkl. Psycholeptika"	NA	5
"A02BX51"	"Carbenoxolon, Kombinationen exkl. Psycholeptika"	NA	5
"A02BX62"	"Bismutsubnitrat, Kombinationen exkl. Psycholeptika"	NA	5
"A02BX63"	"Alginsäure, Kombinationen"	NA	5
"A02BX70"	"Andere Ulkustherapeutika, Kombinationen mit Psycholeptika"	NA	5
"A02BX71"	"Carbenoxolon, Kombinationen mit Psycholeptika"	NA	5
"A02BX77"	"Gefarnat, Kombinationen mit Psycholeptika"	NA	5
"A02XA01"	"Kälberblutextrakt"	NA	5
"A02XA03"	"Guajazulen"	NA	5
"A02XA52"	"Benzocain, Kombinationen"	NA	5
"A02XA53"	"Guajazulen, Kombinationen"	NA	5
"A02XH01"	"Nux vomica"	NA	5
"A02XH20"	"Kombinationen"	NA	5
"A02XH50"	"Kombinationen mit anderen Mitteln"	NA	5
"A02XP30"	"Kombinationen"	NA	5
"A03AA01"	"Oxyphencyclimin"	NA	5
"A03AA03"	"Camylofin"	NA	5
"A03AA04"	"Mebeverin"	NA	5
"A03AA05"	"Trimebutin"	NA	5
"A03AA06"	"Rociverin"	NA	5
"A03AA07"	"Dicycloverin"	NA	5
"A03AA08"	"Dihexyverin"	NA	5
"A03AA09"	"Difemerin"	NA	5
"A03AA30"	"Piperidolat"	NA	5
"A03AA31"	"Phenamazid"	NA	5
"A03AB01"	"Benzilon"	NA	5
"A03AB02"	"Glycopyrronium"	NA	5
"A03AB03"	"Oxyphenonium"	NA	5
"A03AB04"	"Penthienat"	NA	5
"A03AB05"	"Propanthelin"	NA	5
"A03AB06"	"Otiloniumbromid"	NA	5
"A03AB07"	"Methanthelinium"	NA	5
"A03AB08"	"Tridihexethyl"	NA	5
"A03AB09"	"Isopropamid"	NA	5
"A03AB10"	"Hexocyclium"	NA	5
"A03AB11"	"Poldin"	NA	5
"A03AB12"	"Mepenzolat"	NA	5
"A03AB13"	"Bevonium"	NA	5
"A03AB14"	"Pipenzolat"	NA	5
"A03AB15"	"Diphemanil"	NA	5
"A03AB16"	"(2-Benzhydryloxyethyl)diethylmethylammoniumiodid"	NA	5
"A03AB17"	"Tiemoniumiodid"	NA	5
"A03AB18"	"Prifiniumbromid"	NA	5
"A03AB19"	"Timepidiumbromid"	NA	5
"A03AB20"	"Trospium"	NA	5
"A03AB21"	"Fenpiverinium"	NA	5
"A03AB53"	"Oxyphenonium, Kombinationen"	NA	5
"A03AC02"	"Dimethylaminopropionylphenothiazin"	NA	5
"A03AC04"	"Nicofetamid"	NA	5
"A03AC05"	"Tiropramid"	NA	5
"A03AD01"	"Papaverin"	NA	5
"A03AD02"	"Drotaverin"	NA	5
"A03AD30"	"Moxaverin"	NA	5
"A03AE01"	"Alosetron"	NA	5
"A03AE03"	"Cilansetron"	NA	5
"A03AH01"	"Carum Carvi"	NA	5
"A03AH10"	"Verschiedene"	NA	5
"A03AH20"	"Kombinationen"	NA	5
"A03AP01"	"Pfefferminzblätter"	NA	5
"A03AP02"	"Kamillenblüten"	NA	5
"A03AP03"	"Fenchelfrüchte"	NA	5
"A03AP04"	"Melissenblätter"	NA	5
"A03AP11"	"Sonstige"	NA	5
"A03AP30"	"Kombinationen"	NA	5
"A03AX01"	"Fenpipran"	NA	5
"A03AX02"	"Diisopromin"	NA	5
"A03AX03"	"Chlorbenzoxamin"	NA	5
"A03AX04"	"Pinaverium"	NA	5
"A03AX05"	"Fenoverin"	NA	5
"A03AX06"	"Idanpramin"	NA	5
"A03AX07"	"Proxazol"	NA	5
"A03AX08"	"Alverin"	NA	5
"A03AX09"	"Trepibuton"	NA	5
"A03AX10"	"Isomethepten"	NA	5
"A03AX11"	"Caroverin"	NA	5
"A03AX12"	"Phloroglucinol"	NA	5
"A03AX13"	"Silikone"	NA	5
"A03AX14"	"Valethamat"	NA	5
"A03AX15"	"Cholinsalze"	NA	5
"A03AX20"	"Kombinationen"	NA	5
"A03AX30"	"Trimethyldiphenylpropylamin"	NA	5
"A03AX31"	"Pramiverin"	NA	5
"A03AX32"	"Denaverin"	NA	5
"A03AX33"	"Dipiproverin"	NA	5
"A03AX50"	"Andere Mittel bei funktionellen gastrointestinalen Störungen, Kombinationen"	NA	5
"A03AX58"	"Alverin, Kombinationen"	NA	5
"A03AX63"	"Silikone, Kombinationen"	NA	5
"A03BA01"	"Atropin"	NA	5
"A03BA03"	"Hyoscyamin"	NA	5
"A03BA04"	"Belladonna-Gesamtalkaloide"	NA	5
"A03BA20"	"Kombinationen"	NA	5
"A03BB01"	"Butylscopolamin"	NA	5
"A03BB02"	"Methylatropin"	NA	5
"A03BB03"	"Methylscopolamin"	NA	5
"A03BB04"	"Fentonium"	NA	5
"A03BB05"	"Cimetropiumbromid"	NA	5
"A03CA01"	"Isopropamid und Psycholeptika"	NA	5
"A03CA02"	"Clidinium und Psycholeptika"	NA	5
"A03CA03"	"Oxyphencyclimin und Psycholeptika"	NA	5
"A03CA04"	"Otiloniumbromid und Psycholeptika"	NA	5
"A03CA05"	"Glycopyrronium und Psycholeptika"	NA	5
"A03CA06"	"Bevonium und Psycholeptika"	NA	5
"A03CA07"	"Ambutonium und Psycholeptika"	NA	5
"A03CA08"	"Diphemanil und Psycholeptika"	NA	5
"A03CA09"	"Pipenzolat und Psycholeptika"	NA	5
"A03CA30"	"Emepronium und Psycholeptika"	NA	5
"A03CA34"	"Propanthelin und Psycholeptika"	NA	5
"A03CA39"	"Moxaverin und Psycholeptika"	NA	5
"A03CA42"	"Tridihexethyl und Psycholeptika"	NA	5
"A03CA43"	"Benactyzin und Psycholeptika"	NA	5
"A03CB01"	"Methylscopolamin und Psycholeptika"	NA	5
"A03CB02"	"Belladonna-Gesamtalkaloide und Psycholeptika"	NA	5
"A03CB03"	"Atropin und Psycholeptika"	NA	5
"A03CB04"	"Methylhomatropin und Psycholeptika"	NA	5
"A03CB31"	"Hyoscyamin und Psycholeptika"	NA	5
"A03CB37"	"Xenytropiumbromid und Psycholeptika"	NA	5
"A03CB38"	"Butylscopolamin und Psycholeptika"	NA	5
"A03DA01"	"Tropenzilon und Analgetika"	NA	5
"A03DA02"	"Pitofenon und Analgetika"	NA	5
"A03DA03"	"Bevonium und Analgetika"	NA	5
"A03DA04"	"Ciclonium und Analgetika"	NA	5
"A03DA05"	"Camylofin und Analgetika"	NA	5
"A03DA06"	"Trospium und Analgetika"	NA	5
"A03DA07"	"Tiemoniumiodid und Analgetika"	NA	5
"A03DA08"	"Barverin und Analgetika"	NA	5
"A03DA09"	"Ambucetamid und Analgetika"	NA	5
"A03DA12"	"Drofenin und Analgetika"	NA	5
"A03DB04"	"Butylscopolamin und Analgetika"	NA	5
"A03DC02"	"Tropinbenzilat und Analgetika"	NA	5
"A03DC04"	"Pramiverin und Analgetika"	NA	5
"A03DC05"	"Ethaverin und Analgetika"	NA	5
"A03EA01"	"Ciclonium, Kombinationen"	NA	5
"A03EA02"	"Butylscopolamin, Kombinationen"	NA	5
"A03EA03"	"Tropinbenzilat, Kombinationen"	NA	5
"A03EA04"	"Trospiumchlorid, Kombinationen"	NA	5
"A03EA05"	"Drofenin, Kombinationen"	NA	5
"A03EA06"	"Ethaverin, Kombinationen"	NA	5
"A03EA40"	"Fencarbamid, Kombinationen"	NA	5
"A03ED01"	"Benzylmandelat in Kombination mit anderen Mitteln"	NA	5
"A03ED02"	"Ethaverin in Kombination mit anderen Mitteln"	NA	5
"A03ED04"	"Butinolin in Kombination mit anderen Mitteln"	NA	5
"A03FA01"	"Metoclopramid"	NA	5
"A03FA02"	"Cisaprid"	NA	5
"A03FA03"	"Domperidon"	NA	5
"A03FA04"	"Bromoprid"	NA	5
"A03FA05"	"Alizaprid"	NA	5
"A03FA06"	"Cleboprid"	NA	5
"A03FA07"	"Itoprid"	NA	5
"A03FA08"	"Dexpanthenol"	NA	5
"A03FA51"	"Metoclopramid, Kombinationen"	NA	5
"A03FA54"	"Bromoprid, Kombinationen"	NA	5
"A03FP30"	"Kombinationen"	NA	5
"A03HH10"	"Verschiedene"	NA	5
"A03HH20"	"Kombinationen"	NA	5
"A03PP01"	"Mohnkapsel"	NA	5
"A03PP02"	"Schöllkraut"	NA	5
"A03PP03"	"Boldoblätter"	NA	5
"A04AA01"	"Ondansetron"	NA	5
"A04AA02"	"Granisetron"	NA	5
"A04AA03"	"Tropisetron"	NA	5
"A04AA04"	"Dolasetron"	NA	5
"A04AA05"	"Palonosetron"	NA	5
"A04AA55"	"Palonosetron, Kombinationen"	NA	5
"A04AB02"	"Dimenhydrinat"	NA	5
"A04AB03"	"Thiethylperazin"	NA	5
"A04AB04"	"Meclozin"	NA	5
"A04AB05"	"Diphenhydramin"	NA	5
"A04AB52"	"Dimenhydrinat, Kombinationen"	NA	5
"A04AB54"	"Meclozin, Kombinationen"	NA	5
"A04AB55"	"Diphenhydramin, Kombinationen"	NA	5
"A04AB56"	"Doxylamin, Kombinationen"	NA	5
"A04AB57"	"Chlorphenoxamin, Kombinationen"	NA	5
"A04AB58"	"Promethazin, Kombinationen"	NA	5
"A04AD01"	"Scopolamin"	NA	5
"A04AD02"	"Ceriumoxalat"	NA	5
"A04AD04"	"Chlorbutanol"	NA	5
"A04AD05"	"Metopimazin"	NA	5
"A04AD06"	"Triflupromazin"	NA	5
"A04AD08"	"Chlorphenethazin"	NA	5
"A04AD10"	"Dronabinol"	NA	5
"A04AD11"	"Nabilon"	NA	5
"A04AD12"	"Aprepitant, Fosaprepitant"	NA	5
"A04AD13"	"Casopitant"	NA	5
"A04AD50"	"Andere Antiemetika, Kombinationen"	NA	5
"A04AD51"	"Scopolamin, Kombinationen"	NA	5
"A04AD54"	"Chlorbutanol, Kombinationen"	NA	5
"A04AH10"	"Verschiedene homöopathische und anthroposophische Antiemetika"	NA	5
"A04AH20"	"Kombinationen"	NA	5
"A04AP01"	"Ingwerwurzelstock"	NA	5
"A05AA01"	"Chenodeoxycholsäure"	NA	5
"A05AA02"	"Ursodeoxycholsäure"	NA	5
"A05AA03"	"Cholsäure"	NA	5
"A05AA05"	"Gesamtgallensäuren (Fel tauri)"	NA	5
"A05AA11"	"Dehydrocholsäure"	NA	5
"A05AA20"	"Kombinationen"	NA	5
"A05AA54"	"Dehydrocholsäure, Kombinationen"	NA	5
"A05AA55"	"Gesamtgallensäuren, Kombinationen"	NA	5
"A05AB01"	"N-(Hydroxymethyl)nicotinamid"	NA	5
"A05AB20"	"Kombinationen"	NA	5
"A05AC01"	"Gallentherapeutika in Kombination mit Spasmolytika"	NA	5
"A05AH20"	"Kombinationen"	NA	5
"A05AP01"	"Schwarzrettichwurzel"	NA	5
"A05AP03"	"Artischockenblätter"	NA	5
"A05AP04"	"Erdrauchkraut"	NA	5
"A05AP05"	"Pfefferminzöl"	NA	5
"A05AP06"	"Löwenzahnwurzel mit -kraut"	NA	5
"A05AP07"	"Curcumawurzelstock"	NA	5
"A05AP08"	"Glockenbilsenkrautwurzelstock"	NA	5
"A05AP09"	"Gundelrebenkraut"	NA	5
"A05AP10"	"Verschiedene"	NA	5
"A05AP30"	"Kombinationen"	NA	5
"A05AX01"	"Piprozolin"	NA	5
"A05AX02"	"Hymecromon"	NA	5
"A05AX03"	"Cyclobutyrol"	NA	5
"A05AX07"	"Fenipentol"	NA	5
"A05AX08"	"Glyceroltrinitrat"	NA	5
"A05AX09"	"Febuprol"	NA	5
"A05AX50"	"Andere Mittel zur Gallentherapie, Kombinationen"	NA	5
"A05BA01"	"Argininglutamat"	NA	5
"A05BA04"	"Citiolon"	NA	5
"A05BA05"	"Epomediol"	NA	5
"A05BA06"	"Ornithinoxoglurat"	NA	5
"A05BA07"	"Tidiacicarginin"	NA	5
"A05BA08"	"Glycyrrhizinsäure"	NA	5
"A05BA09"	"Methionin und N-Acetylmethionin"	NA	5
"A05BA10"	"Cholin"	NA	5
"A05BA12"	"Myo-Inositol"	NA	5
"A05BA17"	"Ornithinaspartat"	NA	5
"A05BA18"	"Cianidanol"	NA	5
"A05BA50"	"Andere Lebertherapeutika, Kombinationen"	NA	5
"A05BA60"	"Cholin, Kombinationen"	NA	5
"A05BA61"	"Betain, Kombinationen"	NA	5
"A05BA63"	"Cyanocobalamin, Kombinationen"	NA	5
"A05BA66"	"Leucin, Kombinationen"	NA	5
"A05BA67"	"Ornithinaspartat, Kombinationen"	NA	5
"A05BA71"	"Laevulose, Kombinationen"	NA	5
"A05BH01"	"Mariendistelfrüchte"	NA	5
"A05BH10"	"Verschiedene"	NA	5
"A05BH20"	"Kombinationen"	NA	5
"A05BP01"	"Mariendistelfrüchte**"	NA	5
"A05BP02"	"Phospholipide"	NA	5
"A05BP51"	"Mariendistelfrüchte, Kombinationen"	NA	5
"A06AA01"	"Dickflüssiges Paraffin"	NA	5
"A06AA02"	"Docusat-Natrium"	NA	5
"A06AA03"	"Dünnflüssiges Paraffin"	NA	5
"A06AA51"	"Dickflüssiges Paraffin, Kombinationen"	NA	5
"A06AB01"	"Oxyphenisatin"	NA	5
"A06AB02"	"Bisacodyl"	NA	5
"A06AB03"	"Dantron"	NA	5
"A06AB04"	"Phenolphthalein"	NA	5
"A06AB05"	"Rizinusöl"	NA	5
"A06AB06"	"Sennoside"	NA	5
"A06AB07"	"Cascara"	NA	5
"A06AB08"	"Natriumpicosulfat"	NA	5
"A06AB09"	"Bisoxatin"	NA	5
"A06AB10"	"Koloquinthen"	NA	5
"A06AB13"	"Aloe"	NA	5
"A06AB20"	"Kontaktlaxanzien in Kombination"	NA	5
"A06AB30"	"Kontaktlaxanzien in Kombination mit Belladonna-Alkaloiden"	NA	5
"A06AB52"	"Bisacodyl, Kombinationen"	NA	5
"A06AB53"	"Dantron, Kombinationen"	NA	5
"A06AB56"	"Sennoside, Kombinationen"	NA	5
"A06AB57"	"Cascara, Kombinationen"	NA	5
"A06AB58"	"Natriumpicosulfat, Kombinationen"	NA	5
"A06AB59"	"Bisoxatin, Kombinationen"	NA	5
"A06AB60"	"Koloquinthen, Kombinationen"	NA	5
"A06AB63"	"Aloe, Kombinationen"	NA	5
"A06AC01"	"Ispaghula (Flohsamen)"	NA	5
"A06AC02"	"Ethulose"	NA	5
"A06AC03"	"Sterculia"	NA	5
"A06AC05"	"Leinsamen"	NA	5
"A06AC06"	"Methylcellulose"	NA	5
"A06AC07"	"Triticum (Weizenkleie)"	NA	5
"A06AC08"	"Polycarbophil-Calcium"	NA	5
"A06AC51"	"Ispaghula, Kombinationen"	NA	5
"A06AC53"	"Sterculia, Kombinationen"	NA	5
"A06AC55"	"Leinsamen, Kombinationen"	NA	5
"A06AC59"	"Bassorin, Kombinationen"	NA	5
"A06AD01"	"Magnesiumcarbonat"	NA	5
"A06AD02"	"Magnesiumoxid"	NA	5
"A06AD03"	"Magnesiumperoxid"	NA	5
"A06AD04"	"Magnesiumsulfat"	NA	5
"A06AD10"	"Mineralsalze in Kombination"	NA	5
"A06AD11"	"Lactulose"	NA	5
"A06AD12"	"Lactitol"	NA	5
"A06AD13"	"Natriumsulfat"	NA	5
"A06AD14"	"Pentaerythrityl"	NA	5
"A06AD15"	"Macrogol"	NA	5
"A06AD16"	"Mannitol"	NA	5
"A06AD17"	"Natriumphosphat"	NA	5
"A06AD18"	"Sorbitol"	NA	5
"A06AD19"	"Magnesiumcitrat"	NA	5
"A06AD21"	"Natriumtartrat"	NA	5
"A06AD61"	"Lactulose, Kombinationen"	NA	5
"A06AD65"	"Macrogol, Kombinationen"	NA	5
"A06AG01"	"Natriumphosphat"	NA	5
"A06AG02"	"Bisacodyl"	NA	5
"A06AG03"	"Dantron, inkl. Kombinationen"	NA	5
"A06AG04"	"Glycerol"	NA	5
"A06AG06"	"Öl"	NA	5
"A06AG07"	"Sorbitol"	NA	5
"A06AG10"	"Docusat-Natrium, inkl. Kombinationen"	NA	5
"A06AG11"	"Laurylsulfat, inkl. Kombinationen"	NA	5
"A06AG20"	"Kombinationen"	NA	5
"A06AH01"	"Methylnaltrexonbromid"	NA	5
"A06AH02"	"Alvimopan"	NA	5
"A06AH03"	"Naloxegol"	NA	5
"A06AX01"	"Glycerol"	NA	5
"A06AX02"	"Kohlendioxid freisetzende Mittel"	NA	5
"A06AX03"	"Lubiproston"	NA	5
"A06AX04"	"Linaclotid"	NA	5
"A06AX05"	"Prucaloprid"	NA	5
"A06AX06"	"Tegaserod"	NA	5
"A07AA01"	"Neomycin"	NA	5
"A07AA02"	"Nystatin"	NA	5
"A07AA03"	"Natamycin"	NA	5
"A07AA04"	"Streptomycin"	NA	5
"A07AA05"	"Polymyxin B"	NA	5
"A07AA06"	"Paromomycin"	NA	5
"A07AA07"	"Amphotericin B"	NA	5
"A07AA08"	"Kanamycin"	NA	5
"A07AA09"	"Vancomycin"	NA	5
"A07AA10"	"Colistin"	NA	5
"A07AA11"	"Rifaximin"	NA	5
"A07AA12"	"Fidaxomicin"	NA	5
"A07AA51"	"Neomycin, Kombinationen"	NA	5
"A07AA54"	"Streptomycin, Kombinationen"	NA	5
"A07AB02"	"Phthalylsulfathiazol"	NA	5
"A07AB03"	"Sulfaguanidin"	NA	5
"A07AB04"	"Succinylsulfathiazol"	NA	5
"A07AB06"	"Sulfaguanol"	NA	5
"A07AB50"	"Andere Sulfonamide, Kombinationen"	NA	5
"A07AC01"	"Miconazol"	NA	5
"A07AX01"	"Broxychinolin"	NA	5
"A07AX02"	"Acetarsol"	NA	5
"A07AX03"	"Nifuroxazid"	NA	5
"A07AX04"	"Nifurzid"	NA	5
"A07AX05"	"Dichlorchinolinol"	NA	5
"A07AX06"	"Furazolidon"	NA	5
"A07AX07"	"Ethacridinlactat"	NA	5
"A07AX51"	"Broxychinolin, Kombinationen"	NA	5
"A07AX55"	"Dichlorchinolinol, Kombinationen"	NA	5
"A07BA01"	"Medizinische Kohle"	NA	5
"A07BA51"	"Medizinische Kohle, Kombinationen"	NA	5
"A07BB51"	"Bismut, Kombinationen"	NA	5
"A07BC01"	"Pektin"	NA	5
"A07BC02"	"Kaolin"	NA	5
"A07BC03"	"Crospovidon"	NA	5
"A07BC04"	"Attapulgit"	NA	5
"A07BC05"	"Diosmectit"	NA	5
"A07BC07"	"Siliciumdioxid"	NA	5
"A07BC08"	"Huminsäuren"	NA	5
"A07BC30"	"Kombinationen"	NA	5
"A07BC51"	"Pektin, Kombinationen"	NA	5
"A07BC54"	"Attapulgit, Kombinationen"	NA	5
"A07BC55"	"Diosmectit, Kombinationen"	NA	5
"A07BP51"	"Johannisbrotfruchtmehl, Kombinationen"	NA	5
